Average Board Evaluation,Average Material Threatened,Black,BlackElo,BlackTeam,BlackTeamCountry,Check Count,Date,ECO,Event,EventCategory,EventCountry,EventDate,EventRounds,EventType,FEN,Gambit Count,Move Count,PlyCount,Result,Round,SetUp,Site,Source,SourceDate,White,WhiteElo,WhiteTeam,WhiteTeamCountry,Aggressive
4.551111111,1.888888889,"Anand, Viswanathan",,,,11,1981/12/??,C42,Junior-ch,,IND,1981/12/??,,,,1,45,91,Jan-00,?,,Tamil Nadu,ChessBase,11/26/2011,"Aaron, Arvind",,,,0
4.768965517,2.362068966,"Anand, Viswanathan",,,,0,1982/??/??,B43,District Team Championship T.N.,,IND,1982/??/??,,,,2,58,116,0-1,?,,India,ChessBase,11/26/2011,"Aaron, Manuel",,,,0
9.956,2.88,"Anand, Viswanathan",,,,1,1982/??/??,E87,Junior-ch,,IND,1982/??/??,,,,1,25,50,0-1,?,,Tamil Nadu,ChessBase,11/26/2011,"Sridhar, NR.",,,,0
5.188,1.32,"Siddiqui, MA.",,,,8,1982/01/??,B06,IND-ch Juniors,,IND,1982/01/??,,,,2,25,49,Jan-00,?,,Dharwad,ChessBase,11/26/2011,"Anand, Viswanathan",,,,0
6.069565217,3.217391304,"Shah, SP.",,,,1,1983/10/??,B98,National Subjunior-ch,,IND,1983/10/??,,,,1,23,45,Jan-00,?,,India,ChessBase,11/26/2011,"Anand, Viswanathan",,,,0
7.158823529,2.058823529,"Anand, Viswanathan",,,,1,1983/10/??,A69,National Subjunior-ch,,IND,1983/10/??,,,,0,17,34,0-1,?,,India,ChessBase,11/26/2011,"Roy, Pinaki",,,,0
6.2375,2.3125,"Anand, Viswanathan",2285,,,1,1984/??/??,E84,Asia-ch U20 8th,,IND,1984/??/??,9,swiss,,2,32,64,0-1,?,,Coimbatore,ChessBase,11/25/2007,"Mishra, Neeraj Kumar",,,,0
4.813559322,1.033898305,"Anand, Viswanathan",2285,,,3,1984/??/??,C70,Asia-ch U20 8th,,IND,1984/??/??,9,swiss,,5,59,119,Jan-00,?,,Coimbatore,ChessBase,11/25/2007,"Perera, KV.",,,,0
7.1125,2.84375,"Anand, Viswanathan",2285,,,1,1984/??/??,B85,Asia-ch U20 8th,,IND,1984/??/??,9,swiss,,2,32,64,0-1,?,,Coimbatore,ChessBase,11/25/2007,"Waqar, Mohamed",,,,0
6.959259259,1.740740741,"Koshy, Varugeese",,,,2,1985/??/??,B09,IND-ch,,IND,1984/??/??,,,,1,27,53,Jan-00,?,,Tenali,ChessBase,11/26/2011,"Anand, Viswanathan",,,,0
7.795833333,1.291666667,"Anand, Viswanathan",,,,0,1984/??/??,B40,IND-ch Juniors,,IND,1984/??/??,,,,2,24,48,0-1,?,,Goa,ChessBase,11/26/2011,"Vardhana, TK.",,,,0
7.515625,1.28125,"Matlak, Marek",,,,0,8/3/1984,C06,Wch U20,,FIN,1984/??/??,13,swiss,,1,32,64,1/2-1/2,1,,Kiljava,ChessBase,11/16/1999,"Anand, Viswanathan",2285,,,0
5.688636364,2.704545455,"Anand, Viswanathan",2285,,,3,8/4/1984,E61,Wch U20,,FIN,1984/??/??,13,swiss,,2,44,88,0-1,2,,Kiljava,ChessBase,11/16/1999,"Piket, Jeroen",,,,0
7.328571429,2.142857143,"Souza, Ivan Boere",2210,,,4,8/5/1984,B82,Wch U20,,FIN,1984/??/??,13,swiss,,1,21,41,Jan-00,3,,Kiljava,ChessBase,11/16/1999,"Anand, Viswanathan",2285,,,0
7.294736842,2.368421053,"Hansen, Curt",2485,,,0,8/6/1984,B05,Wch U20,,FIN,1984/??/??,13,swiss,,0,19,38,1/2-1/2,4,,Kiljava,ChessBase,11/16/1999,"Anand, Viswanathan",2285,,,0
8.863636364,1.060606061,"Anand, Viswanathan",2285,,,0,8/7/1984,E69,Wch U20,,FIN,1984/??/??,13,swiss,,1,33,67,Jan-00,5,,Kiljava,ChessBase,11/16/1999,"Saeed, Saeed Ahmed",2390,,,0
7.419444444,0.972222222,"Sandstrom, Ludvig",,,,0,8/9/1984,B66,Wch U20,,FIN,1984/??/??,13,swiss,,2,36,72,0-1,6,,Kiljava,ChessBase,11/16/1999,"Anand, Viswanathan",2285,,,0
7.01875,2.0625,"Anand, Viswanathan",2285,,,2,8/10/1984,E63,Wch U20,,FIN,1984/??/??,13,swiss,,0,32,64,0-1,7,,Kiljava,ChessBase,11/16/1999,"Rechlis, Gad",,,,0
7.359090909,1.5,"Wolff, Patrick G",2225,,,1,8/11/1984,B09,Wch U20,,FIN,1984/??/??,13,swiss,,2,22,44,0-1,8,,Kiljava,ChessBase,11/16/1999,"Anand, Viswanathan",2285,,,0
6.593023256,1.488372093,"Anand, Viswanathan",2285,,,7,8/12/1984,B29,Wch U20,,FIN,1984/??/??,13,swiss,,1,43,86,0-1,9,,Kiljava,ChessBase,11/16/1999,"Galego, Luis",,,,0
6.28,1.333333333,"Anand, Viswanathan",2285,,,1,8/13/1984,B21,Wch U20,,FIN,1984/??/??,13,swiss,,0,30,60,0-1,10,,Kiljava,ChessBase,11/16/1999,"Korhonen, Harri",,,,0
8.072222222,1.444444444,"Wells, Peter K",2320,,,1,8/15/1984,B15,Wch U20,,FIN,1984/??/??,13,swiss,,1,36,71,Jan-00,11,,Kiljava,ChessBase,11/16/1999,"Anand, Viswanathan",2285,,,0
6.15,1.452380952,"Dreev, Alexey",,,,1,8/16/1984,C06,Wch U20,,FIN,1984/??/??,13,swiss,,3,42,84,1/2-1/2,12,,Kiljava,ChessBase,11/16/1999,"Anand, Viswanathan",2285,,,0
7.582352941,0.705882353,"Anand, Viswanathan",2285,,,0,8/17/1984,E66,Wch U20,,FIN,1984/??/??,13,swiss,,2,34,69,Jan-00,13,,Kiljava,ChessBase,11/16/1999,"Georgiev, Kiril",2430,,,0
9.78,2.56,"Apicella, Manuel",,,,0,1984/04/??,B76,Champigny sur Marne op,,FRA,1984/04/??,11,swiss,,1,25,49,Jan-00,?,,Champigny sur Marne,ChessBase,11/25/2003,"Anand, Viswanathan",2285,,,0
4.828571429,2.404761905,"Anand, Viswanathan",2285,,,1,1984/04/??,B81,Champigny sur Marne op,,FRA,1984/04/??,11,swiss,,1,42,84,0-1,?,,Champigny sur Marne,ChessBase,11/25/2003,"Hellers, Ferdinand",,,,0
9.164864865,1.459459459,"Anand, Viswanathan",2345,,,0,1984/??/??,B66,Lloyds Bank op 08th,,ENG,1984/08/??,9,swiss,,4,37,75,Jan-00,5,,London,ChessBase,7/1/1999,"Chandler, Murray G",2540,,,0
6.97826087,1,"Wells, Peter K",2350,,,0,1984/??/??,B17,Lloyds Bank op 08th,,ENG,1984/08/??,9,swiss,,1,23,46,1/2-1/2,8,,London,ChessBase,7/1/1999,"Anand, Viswanathan",2345,,,0
6.08125,1.4625,"Greenfeld, Alon",2485,,,1,1984/??/??,B49,Lloyds Bank op 08th,,ENG,1984/08/??,9,swiss,,2,80,159,Jan-00,9,,London,ChessBase,7/1/1999,"Anand, Viswanathan",2345,,,0
6.031707317,2.024390244,"Anand, Viswanathan",2345,India,IND,1,11/19/1984,E94,Thessaloniki ol (Men),,GRE,11/19/1984,14,team-swiss,,5,41,82,0-1,1,,Thessaloniki,ChessBase,11/15/1996,"Barumba, Enoch",,Uganda,UGA,0
7.716129032,1.741935484,"Lirindzakis, Timotheos",2305,Greece II,GRE,1,11/20/1984,C43,Thessaloniki ol (Men),,GRE,11/19/1984,14,team-swiss,,0,31,62,1/2-1/2,2,,Thessaloniki,ChessBase,11/15/1996,"Anand, Viswanathan",2345,India,IND,0
7.684615385,1.423076923,"Anand, Viswanathan",2345,India,IND,1,11/21/1984,B42,Thessaloniki ol (Men),,GRE,11/19/1984,14,team-swiss,,2,26,53,Jan-00,3,,Thessaloniki,ChessBase,11/15/1996,"Van der Wiel, John TH",2465,Netherlands,NED,0
7.884210526,2.578947368,"Hergott, Deen",2240,Canada,CAN,4,11/22/1984,B33,Thessaloniki ol (Men),,GRE,11/19/1984,14,team-swiss,,1,38,75,Jan-00,4,,Thessaloniki,ChessBase,11/15/1996,"Anand, Viswanathan",2345,India,IND,0
8.8,2.5,"Ochoa de Echaguen, F Javier",,Spain,ESP,6,11/23/1984,B33,Thessaloniki ol (Men),,GRE,11/19/1984,14,team-swiss,,3,40,80,0-1,5,,Thessaloniki,ChessBase,11/15/1996,"Anand, Viswanathan",2345,India,IND,0
5.975609756,1.170731707,"Anand, Viswanathan",2345,India,IND,4,11/25/1984,A15,Thessaloniki ol (Men),,GRE,11/19/1984,14,team-swiss,,3,41,82,0-1,7,,Thessaloniki,ChessBase,11/15/1996,"Ostermeyer, Peter",2350,Germany,GER,0
4.759090909,1.666666667,"Anand, Viswanathan",2345,India,IND,6,11/27/1984,B85,Thessaloniki ol (Men),,GRE,11/19/1984,14,team-swiss,,0,66,132,0-1,8,,Thessaloniki,ChessBase,11/15/1996,"Alzate, Dario",2375,Columbia,COL,0
7.267391304,1.02173913,"De Guzman, Ricardo",,Philippines,PHI,0,11/28/1984,C88,Thessaloniki ol (Men),,GRE,11/19/1984,14,team-swiss,,1,46,91,1/2-1/2,9,,Thessaloniki,ChessBase,11/15/1996,"Anand, Viswanathan",2345,India,IND,0
6.678723404,1.787234043,"Anand, Viswanathan",2345,India,IND,1,11/29/1984,A05,Thessaloniki ol (Men),,GRE,11/19/1984,14,team-swiss,,3,47,94,0-1,10,,Thessaloniki,ChessBase,11/15/1996,"Hamed, Ahmed",,Egypt,EGY,0
6.204761905,0.738095238,"Bryson, Douglas M",,Scotland,SCO,0,11/30/1984,C88,Thessaloniki ol (Men),,GRE,11/19/1984,14,team-swiss,,2,42,84,1/2-1/2,11,,Thessaloniki,ChessBase,11/15/1996,"Anand, Viswanathan",2345,India,IND,0
4.68,1.428571429,"Ogaard, Leif",2450,Norway,NOR,0,12/1/1984,B44,Thessaloniki ol (Men),,GRE,11/19/1984,14,team-swiss,,4,35,69,Jan-00,12,,Thessaloniki,ChessBase,11/15/1996,"Anand, Viswanathan",2345,India,IND,0
7.963333333,1.033333333,"Anand, Viswanathan",,,NOR,0,1985/??/??,B85,India,,IND,1985/??/??,,game,,0,30,60,0-1,?,,India,ChessBase,11/30/2009,"Mithrakanth, Poorna Sharma",,,IND,0
6.35,2.466666667,"Anand, Viswanathan",2385,,NOR,1,1985/??/??,D79,Wch U20,,UAE,1985/??/??,13,swiss,,0,30,61,0-1,1,,Sharjah,ChessBase,11/16/1999,"Paiewonsky, P.",,,IND,0
6.988461538,3.192307692,"Martin del Campo, Roberto",,,NOR,0,1985/??/??,B92,Wch U20,,UAE,1985/??/??,13,swiss,,2,26,52,1/2-1/2,2,,Sharjah,ChessBase,11/16/1999,"Anand, Viswanathan",2385,,IND,0
8.1375,1.625,"Anand, Viswanathan",2385,,NOR,0,1985/??/??,E91,Wch U20,,UAE,1985/??/??,13,swiss,,1,16,33,1/2-1/2,3,,Sharjah,ChessBase,11/16/1999,"Grynszpan, Mariano",,,IND,0
6.8175,2.425,"El Labbad, M.",,,NOR,0,1985/??/??,C42,Wch U20,,UAE,1985/??/??,13,swiss,,2,40,79,Jan-00,4,,Sharjah,ChessBase,11/16/1999,"Anand, Viswanathan",2385,,IND,0
3.803703704,2.037037037,"Anand, Viswanathan",2385,,NOR,2,1985/??/??,A16,Wch U20,,UAE,1985/??/??,13,swiss,,0,27,54,0-1,5,,Sharjah,ChessBase,11/16/1999,"Dobrey, N.",2275,,IND,0
8.688333333,2.316666667,"Dlugy, Maxim",2495,,NOR,4,1985/??/??,B17,Wch U20,,UAE,1985/??/??,13,swiss,,3,60,119,Jan-00,6,,Sharjah,ChessBase,11/16/1999,"Anand, Viswanathan",2385,,IND,0
5.641935484,1.64516129,"Anand, Viswanathan",2385,,NOR,1,1985/??/??,B25,Wch U20,,UAE,1985/??/??,13,swiss,,0,31,63,Jan-00,7,,Sharjah,ChessBase,11/16/1999,"Blatny, Pavel",2390,,IND,0
8.55,1.363636364,"Anand, Viswanathan",2385,,NOR,1,1985/??/??,E75,Wch U20,,UAE,1985/??/??,13,swiss,,2,22,44,1/2-1/2,8,,Sharjah,ChessBase,11/16/1999,"Grivas, Efstratios",2395,,IND,0
4.091463415,1.158536585,"Howell, James C",2370,,NOR,9,1985/??/??,B92,Wch U20,,UAE,1985/??/??,13,swiss,,5,82,164,0-1,9,,Sharjah,ChessBase,11/16/1999,"Anand, Viswanathan",2385,,IND,0
7.260606061,1.363636364,"Jassim, Adel R",,,NOR,0,1985/??/??,B76,Wch U20,,UAE,1985/??/??,13,swiss,,3,33,65,Jan-00,10,,Sharjah,ChessBase,11/16/1999,"Anand, Viswanathan",2385,,IND,0
7.948275862,1.034482759,"Anand, Viswanathan",2385,,NOR,0,1985/??/??,D79,Wch U20,,UAE,1985/??/??,13,swiss,,1,29,59,1/2-1/2,11,,Sharjah,ChessBase,11/16/1999,"Zysk, Robert",2340,,IND,0
5.486,1.62,"Ivanchuk, Vassily",,,NOR,1,1985/??/??,C78,Wch U20,,UAE,1985/??/??,13,swiss,,1,50,99,1/2-1/2,12,,Sharjah,ChessBase,11/16/1999,"Anand, Viswanathan",2385,,IND,0
6.461538462,2.134615385,"Kozul, Zdenko",2360,,NOR,3,1985/??/??,B88,Wch U20,,UAE,1985/??/??,13,swiss,,2,52,103,Jan-00,13,,Sharjah,ChessBase,11/16/1999,"Anand, Viswanathan",2385,,IND,0
5.455102041,1.306122449,"MacFarlane, Donald",,,NOR,2,1985/??/??,D42,Lloyds Bank op 09th,,ENG,1985/08/??,9,swiss,,2,49,98,0-1,?,,London,ChessBase,7/1/1999,"Anand, Viswanathan",2385,,IND,0
5.74,1.44,"Manor, Ilan",,,NOR,1,1985/??/??,B33,Lloyds Bank op 09th,,ENG,1985/08/??,9,swiss,,2,50,100,1/2-1/2,?,,London,ChessBase,7/1/1999,"Anand, Viswanathan",2385,,IND,0
7.48,1.72,"Mestel, A Jonathan",2535,,NOR,2,1985/??/??,B76,Lloyds Bank op 09th,,ENG,1985/08/??,9,swiss,,1,25,49,Jan-00,?,,London,ChessBase,7/1/1999,"Anand, Viswanathan",2385,,IND,0
7.248571429,0.971428571,"Nicholson, John G",2315,,NOR,0,1985/??/??,B85,Lloyds Bank op 09th,,ENG,1985/08/??,9,swiss,,2,35,70,1/2-1/2,?,,London,ChessBase,7/1/1999,"Anand, Viswanathan",2385,,IND,0
6.992857143,2.69047619,"Anand, Viswanathan",2385,,NOR,5,1985/??/??,E81,Lloyds Bank op 09th,,ENG,1985/08/??,9,swiss,,2,42,84,0-1,?,,London,ChessBase,7/1/1999,"Curtis, E.",2275,,IND,0
2.939473684,1.894736842,"Anand, Viswanathan",2385,,NOR,4,1985/??/??,B50,Lloyds Bank op 09th,,ENG,1985/08/??,9,swiss,,1,38,76,0-1,?,,London,ChessBase,7/1/1999,"Mannion, Stephen R",2215,,IND,0
8.7375,1.59375,"Anand, Viswanathan",2385,,NOR,7,1985/??/??,E90,Lloyds Bank op 09th,,ENG,1985/08/??,9,swiss,,1,32,64,1/2-1/2,?,,London,ChessBase,7/1/1999,"Shovel, Kenneth",2280,,IND,0
8.482758621,1.137931034,"Anand, Viswanathan",2385,,NOR,0,1985/??/??,E94,Lloyds Bank op 09th,,ENG,1985/08/??,9,swiss,,2,29,59,Jan-00,?,,London,ChessBase,7/1/1999,"Wells, Peter K",2365,,IND,0
2.091111111,0.933333333,"Anand, Viswanathan",2405,,NOR,2,1986/??/??,D20,Arab Asian-ch,,QAT,1986/??/??,9,tourn,,3,45,90,0-1,?,,Doha,ChessBase,11/22/2000,"Afifi, Assem",,,IND,0
6.466666667,2.904761905,"Anand, Viswanathan",2405,,NOR,1,1986/??/??,B42,Arab Asian-ch,,QAT,1986/??/??,9,tourn,,3,42,84,0-1,?,,Doha,ChessBase,11/22/2000,"Alavi, Abed Mohamad",,,IND,0
5.511111111,1.133333333,"Al Khateeb, Ahmed",2300,,NOR,2,1986/??/??,B81,Arab Asian-ch,,QAT,1986/??/??,9,tourn,,4,45,90,1/2-1/2,?,,Doha,ChessBase,11/22/2000,"Anand, Viswanathan",2405,,IND,0
6.614814815,1.962962963,"Kaabi, Mejdi",2300,,NOR,2,1986/??/??,C54,Arab Asian-ch,,QAT,1986/??/??,9,tourn,,2,27,54,1/2-1/2,?,,Doha,ChessBase,11/22/2000,"Anand, Viswanathan",2405,,IND,0
6.807692308,1.076923077,"Mansouri, A.",,,NOR,0,1986/??/??,B82,Arab Asian-ch,,QAT,1986/??/??,9,tourn,,1,13,25,Jan-00,?,,Doha,ChessBase,11/22/2000,"Anand, Viswanathan",2405,,IND,0
7,1,"Ravikumar, Vaidyanathan",2370,,NOR,0,1986/??/??,C42,Arab Asian-ch,,QAT,1986/??/??,9,tourn,,0,9,18,1/2-1/2,?,,Doha,ChessBase,11/22/2000,"Anand, Viswanathan",2405,,IND,0
3.807142857,1.160714286,"Anand, Viswanathan",2405,,NOR,7,1986/??/??,A53,Arab Asian-ch,,QAT,1986/??/??,9,tourn,,2,56,112,0-1,?,,Doha,ChessBase,11/22/2000,"Dagistani, A.",,,IND,0
2.74,1.422222222,"Anand, Viswanathan",2405,,NOR,1,1986/??/??,B42,Arab Asian-ch,,QAT,1986/??/??,9,tourn,,1,45,91,Jan-00,?,,Doha,ChessBase,11/22/2000,"Hakki, Imad",2325,,IND,0
8.576666667,2.466666667,"Anand, Viswanathan",2405,,NOR,2,1986/??/??,A65,Arab Asian-ch,,QAT,1986/??/??,9,tourn,,2,30,60,0-1,?,,Doha,ChessBase,11/22/2000,"Moussa, Issa",,,IND,0
7.835294118,1.803921569,"Donchev, Dimitar I",2440,,NOR,4,1986/??/??,C66,Bhilwara,7,IND,1986/??/??,11,tourn,,1,51,102,0-1,?,,New Delhi,ChessBase,11/10/1998,"Anand, Viswanathan",2405,,IND,0
8.39,1.9,"Prasad, Devaki V",2360,,NOR,1,1986/??/??,C90,Bhilwara,7,IND,1986/??/??,11,tourn,,0,30,59,Jan-00,?,,New Delhi,ChessBase,11/10/1998,"Anand, Viswanathan",2405,,IND,0
6.047368421,1.280701754,"Ravisekhar, Raja",2390,,NOR,6,1986/??/??,C25,Bhilwara,7,IND,1986/??/??,11,tourn,,2,57,113,Jan-00,?,,New Delhi,ChessBase,11/10/1998,"Anand, Viswanathan",2405,,IND,0
6.369047619,1.333333333,"Tilak, Sharad S",2260,,NOR,1,1986/??/??,B86,Bhilwara,7,IND,1986/??/??,11,tourn,,5,42,84,1/2-1/2,?,,New Delhi,ChessBase,11/10/1998,"Anand, Viswanathan",2405,,IND,0
7.524137931,1.206896552,"Anand, Viswanathan",2405,,NOR,1,1986/??/??,A53,Bhilwara,7,IND,1986/??/??,11,tourn,,1,29,59,Jan-00,?,,New Delhi,ChessBase,11/10/1998,"Makarichev, Sergey",2495,,IND,0
8.738709677,1.419354839,"Anand, Viswanathan",2405,,NOR,0,1986/??/??,B40,Bhilwara,7,IND,1986/??/??,11,tourn,,1,31,62,0-1,?,,New Delhi,ChessBase,11/10/1998,"Meetei, Anathem B",2320,,IND,0
9.193333333,1.622222222,"Anand, Viswanathan",2405,,NOR,7,1986/??/??,E94,Bhilwara,7,IND,1986/??/??,11,tourn,,3,45,91,1/2-1/2,?,,New Delhi,ChessBase,11/10/1998,"Palatnik, Semon",2460,,IND,0
5.12173913,0.847826087,"Anand, Viswanathan",2405,,NOR,3,1986/??/??,E66,Bhilwara,7,IND,1986/??/??,11,tourn,,2,46,93,Jan-00,?,,New Delhi,ChessBase,11/10/1998,"Ravi, Lanka",2285,,IND,0
4.550819672,1.868852459,"Anand, Viswanathan",2405,,NOR,7,1986/??/??,B82,Bhilwara,7,IND,1986/??/??,11,tourn,,0,61,123,1/2-1/2,?,,New Delhi,ChessBase,11/10/1998,"Thipsay, Praveen Mahadeo",2485,,IND,0
5.425490196,1.843137255,"Thipsay, Praveen Mahadeo",,,NOR,0,1986/??/??,C99,IND-ch,,IND,1986/??/??,,,,4,51,102,1/2-1/2,?,,Mumbai,ChessBase,11/30/2009,"Anand, Viswanathan",,,IND,0
8.247368421,1.210526316,"Anand, Viswanathan",,,NOR,2,1986/??/??,D71,IND-ch,,IND,1986/??/??,,,,3,38,76,0-1,?,,Mumbai,ChessBase,11/26/2011,"Vaidya, Arun Bhaskar",,,IND,0
7.015,0.95,"Gokhale, Jayant Suresh",,,NOR,0,1986/??/??,C05,IND-ch Juniors,,IND,1986/??/??,,,,0,20,40,1/2-1/2,?,,Calicut,ChessBase,11/26/2011,"Anand, Viswanathan",,,IND,0
8.43,1.2,"Anand, Viswanathan",,,NOR,0,1986/??/??,B85,IND-ch Juniors,,IND,1986/??/??,,,,1,20,40,0-1,?,,Calicut,ChessBase,11/26/2011,"Somani, S.",,,IND,0
5.871875,1.8125,"Anand, Viswanathan",,,NOR,2,1986/??/??,E18,New Delhi,,IND,1986/??/??,,game,,3,32,64,0-1,?,,New Delhi,ChessBase,11/30/2009,"Tukmakov, Vladimir B",,,IND,0
8.542307692,0.923076923,"Mascarinas, Rico",2405,Philippines,PHI,0,1986/??/??,B82,Asia-chT fin 06th,,UAE,1986/01/??,9,team,,1,26,52,0-1,3,,Dubai,ChessBase,11/25/2007,"Anand, Viswanathan",2405,India,IND,0
5.657894737,3.342105263,"Anand, Viswanathan",2405,India,IND,0,1986/??/??,D27,Asia-chT fin 06th,,UAE,1986/01/??,9,team,,1,38,76,0-1,4,,Dubai,ChessBase,11/25/2007,"Khalaf, Khaled",,Iraq,IRQ,0
8.191891892,3.054054054,"Shadarevian, Michael",,Syria,SYR,4,1986/??/??,B42,Asia-chT fin 06th,,UAE,1986/01/??,9,team,,2,37,73,Jan-00,5,,Dubai,ChessBase,11/25/2007,"Anand, Viswanathan",2405,India,IND,0
3.273684211,2.105263158,"Anand, Viswanathan",2405,India,IND,1,1986/??/??,A25,Asia-chT fin 06th,,UAE,1986/01/??,9,team,,1,57,114,0-1,6,,Dubai,ChessBase,11/25/2007,"Waqar, Mohamed",2245,Pakistan,PAK,0
5.751351351,2.162162162,"Anand, Viswanathan",2405,India,IND,1,1986/??/??,A48,Asia-chT fin 06th,,UAE,1986/01/??,9,team,,1,37,75,0-1,7,,Dubai,ChessBase,11/25/2007,"Mohd Noor, Yahya",,Malaysia,MAS,0
7.369444444,1.694444444,"Pitigala, Chandra Sudarman S",,Sri Lanka,SRI,1,1986/??/??,B05,Asia-chT fin 06th,,UAE,1986/01/??,9,team,,2,36,72,Jan-00,8,,Dubai,ChessBase,11/25/2007,"Anand, Viswanathan",2405,India,IND,0
7.523076923,1.307692308,"Anand, Viswanathan",2405,,SRI,0,1986/??/??,E75,Kolkata,8,IND,1986/02/??,13,tourn,,0,39,79,Jan-00,?,,Kolkata,ChessBase,3/1/1994,"Agzamov, Georgy",2545,,IND,0
7.385714286,1.071428571,"Barua, Dibyendu",2395,,SRI,4,1986/??/??,C90,Kolkata,8,IND,1986/02/??,13,tourn,,0,42,83,Jan-00,?,,Kolkata,ChessBase,3/1/1994,"Anand, Viswanathan",2405,,IND,0
7.174418605,1.186046512,"Inkiov, Ventzislav",2465,,SRI,5,1986/??/??,B63,Kolkata,8,IND,1986/02/??,13,tourn,,2,43,85,Jan-00,?,,Kolkata,ChessBase,3/1/1994,"Anand, Viswanathan",2405,,IND,0
8.110447761,1.343283582,"Jansa, Vlastimil",2485,,SRI,6,1986/??/??,B80,Kolkata,8,IND,1986/02/??,13,tourn,,2,67,133,Jan-00,?,,Kolkata,ChessBase,3/1/1994,"Anand, Viswanathan",2405,,IND,0
8.026666667,1.783333333,"Murshed, Niaz",2415,,SRI,2,1986/??/??,B49,Kolkata,8,IND,1986/02/??,13,tourn,,3,60,120,Jan-00,?,,Kolkata,ChessBase,3/1/1994,"Anand, Viswanathan",2405,,IND,0
6.452083333,2.166666667,"Thipsay, Praveen Mahadeo",2485,,SRI,3,1986/??/??,C84,Kolkata,8,IND,1986/02/??,13,tourn,,4,48,95,Jan-00,?,,Kolkata,ChessBase,3/1/1994,"Anand, Viswanathan",2405,,IND,0
6.293939394,2.181818182,"Tseshkovsky, Vitaly",2455,,SRI,0,1986/??/??,C61,Kolkata,8,IND,1986/02/??,13,tourn,,0,33,66,0-1,?,,Kolkata,ChessBase,3/1/1994,"Anand, Viswanathan",2405,,IND,0
5.540625,1.78125,"Anand, Viswanathan",2405,,SRI,0,1986/??/??,B06,Kolkata,8,IND,1986/02/??,13,tourn,,0,32,64,0-1,?,,Kolkata,ChessBase,3/1/1994,"Meetei, Anathem B",2320,,IND,0
4.674242424,1.303030303,"Anand, Viswanathan",2405,,SRI,1,1986/??/??,B82,Kolkata,8,IND,1986/02/??,13,tourn,,3,66,132,1/2-1/2,?,,Kolkata,ChessBase,3/1/1994,"Prasad, Devaki V",2360,,IND,0
6.938235294,1.176470588,"Anand, Viswanathan",2405,,SRI,0,1986/??/??,E92,Kolkata,8,IND,1986/02/??,13,tourn,,0,34,69,1/2-1/2,?,,Kolkata,ChessBase,3/1/1994,"Ravikumar, Vaidyanathan",2370,,IND,0
7.677419355,1.161290323,"Anand, Viswanathan",2405,,SRI,0,1986/??/??,E81,Kolkata,8,IND,1986/02/??,13,tourn,,0,31,63,1/2-1/2,?,,Kolkata,ChessBase,3/1/1994,"Razuvaev, Yuri S",2525,,IND,0
8.07,1.15,"Anand, Viswanathan",2405,,SRI,0,1986/??/??,B23,Kolkata,8,IND,1986/02/??,13,tourn,,1,20,41,1/2-1/2,?,,Kolkata,ChessBase,3/1/1994,"Soltis, Andrew E",2440,,IND,0
6.747619048,1.69047619,"Anand, Viswanathan",2405,,SRI,1,1986/??/??,B85,Kolkata,8,IND,1986/02/??,13,tourn,,1,42,84,0-1,?,,Kolkata,ChessBase,3/1/1994,"Vaidya, Arun Bhaskar",2340,,IND,0
6.660869565,1.108695652,"Anand, Viswanathan",2405,,SRI,7,1986/??/??,C30,Oakham YM,,ENG,1986/04/??,9,swiss,,1,46,93,Jan-00,1,,Oakham,ChessBase,7/1/1999,"Emms, John M",2305,,IND,0
7.687755102,2.06122449,"Adams, Michael",2295,,SRI,3,1986/??/??,B19,Oakham YM,,ENG,1986/04/??,9,swiss,,2,49,97,Jan-00,2,,Oakham,ChessBase,7/1/1999,"Anand, Viswanathan",2405,,IND,0
6.755,1.45,"Anand, Viswanathan",2405,,SRI,0,1986/??/??,D20,Oakham YM,,ENG,1986/04/??,9,swiss,,0,60,121,1/2-1/2,3,,Oakham,ChessBase,7/1/1999,"Finegold, Benjamin",2280,,IND,0
10.46,2.8,"Pulkkinen, Kari",2245,,SRI,1,1986/??/??,C64,Oakham YM,,ENG,1986/04/??,9,swiss,,1,25,49,Jan-00,4,,Oakham,ChessBase,7/1/1999,"Anand, Viswanathan",2405,,IND,0
5.327118644,1.050847458,"Anand, Viswanathan",2405,,SRI,4,1986/??/??,E94,Oakham YM,,ENG,1986/04/??,9,swiss,,1,59,118,1/2-1/2,5,,Oakham,ChessBase,7/1/1999,"Marin, Mihail",2425,,IND,0
5.54375,1.708333333,"Burgess, Mark R",2270,,SRI,5,1986/??/??,C10,Oakham YM,,ENG,1986/04/??,9,swiss,,0,48,95,Jan-00,6,,Oakham,ChessBase,7/1/1999,"Anand, Viswanathan",2405,,IND,0
6.465517241,1.275862069,"Anand, Viswanathan",2405,,SRI,0,1986/??/??,D79,Oakham YM,,ENG,1986/04/??,9,swiss,,1,29,59,1/2-1/2,7,,Oakham,ChessBase,7/1/1999,"McDonald, Neil R",2320,,IND,0
10.75660377,2.320754717,"Horvath, Csaba",2345,,SRI,2,1986/??/??,B09,Oakham YM,,ENG,1986/04/??,9,swiss,,2,53,105,Jan-00,8,,Oakham,ChessBase,7/1/1999,"Anand, Viswanathan",2405,,IND,0
